Text,Class,Label
FROM=3A MR=2E WILLIAMS SAVIMBITELL=3A 27-833-515247E-MAIL=3A william=5Fsavimbi2001=40yahoo=2Ecom JOHANNESBURG SOUTH AFRICAPrivate and ConfidentialDear Sir=2CYou may be surprised to receive this letter from me since you do notknow me personally=2E I am Mr=2E Williams savimbi =28Jnr=29 the first son of MR=2ENKONNOH SAVIMBI=2C who was recently murdered in the land dispute in Zimbabwe=2EI got your contact through my research in the South African Chambers ofCommerce & Industries for a responsible and a God fearing person who Ican trust by using his personality and his bank account for thistransaction=2E When I got your contact=2C I prayed over it then I decided to write to you=2EBefore the death of my father=2C he deposited the sum of USD$10 Million =28TENMILLION UNITDED STATES DOLLARS=29 in one of the private security companies=2C in Johannesburg South Africa as if he fore saw the looming danger in Zimbabwe=2EThis money is protected in a big metal box and was declared to thesecurity company at the point of deposit as precious valuables e=2Eg=2E=3A Gold=2C diamond and germ stone to avoid the security company knowing that the content of the consignment deposited with them contains cash=2E This amount was meant for the purchase of new machines and chemicals for the farms and establishment of a new farm in Swaziland=2EThis land problem came when Zimbabwe President MR=2EROBERT MUGABEintroduced a New Land Act reform=2C which wholly affected the rich white and some few black farmers=2E This resulted to killing and mob action by Zimbabwean warveterans=2E In fact=2C a lot of people were killed because of this land reform act for which my father was one of the victims=2EIt is for this reason that my family and i who are staying in SouthAfrica now as refugees have decided to transfer my father's money to a foreign country since the law of South Africa prohibits a person with a refugee status to operate a bank account or do any banking transaction in South Africa=2EAs the only son of my father=2C I am saddled with the responsibility ofseeking for a genuine foreign account where this money could be transferred without the knowledge of my government who are bent on my family=2E I must also let you know that this transaction is 100%risk free=2EIf you are really capable and willing to assist me=2C I and my family haspromised to give you 30% of the total money=2C 10% is for the expensesthat may occur during the time of the transaction and the rest of the 70%is for me and my family for the investment in your country=2EPlease contact me immediately with the above recommended privatee-mail=3Awilliam=5Fsavimbi2001=40yahoo=2Ecom phone 27-833-515247 indicating your interest=2E Please be aware that confidentiality and urgency is very vital to this transaction=2EThanks for your mutual co-operation as I expect your soonest response=2EBest regardsMr=2E Williams Savimbi,1,spam
730 am works - we can have ops connect evertyone,0,ham
"[1] 20% FOR THE ACCOUNT OWNER [YOU] [2] 80% FOR US [THEOFFICALS] It is from the 80% that we wish to commense investments in your country as you will also stand as our foriegn agent over there.Please note that this transaction is 100% safe and we hope to commense the transaction latest seven[7]days from the date of the receipt of the following information bellow. [A] COMPANY=12S NAME BENEFICIARY OF ACCOUNT. [B] YOUR PERSONAL TELEPHONE NUMBER AND FAX NUMBERS. [C] BANK ACCOUNT/SORT/ABA/ROUTING NUMBERS WHICH THE FUND WILL BE TRANSFERED TO . [D]YOUR BANK ADDRESS,TELEPHONE NUMBERS/FAX NUMBERS. The above information will enable us commense the transfer of this funds into your account in your country without delay and also to open an account in your name. We are looking forward to doing this business with you and solict your confidentiality in this transaction. Please acknowledge the receipt of this letter using the above email address,I will bring you into the complete picture of this pending project when i hear from you. With Kind regards, Dr Ibrahim Quattara.   --1c21648b-74b9-4bb1-98b8-195857979e79--",1,spam
"Good Day!I hope my email meets you well. I am in need of your assistance. My name isMr. MARK LEE. I am in charge of Administration, London Office of theEngineering military unit, in Ba'qubah in Iraq, operating from our office i=nLondon, UK. We have about $25 Million US dollars that we want to move out o=fIraq. My partner who is a south african citizen by name Dr p c smith,privat=etelephone +27 73 216 99 59 and weneed a good partner that we can trust. This money is genareted from oiland it is legal.But the only way we can move the money is through diplomatic means,not tolondon for security reason but to africa first before transferring to an ba=nk ofyour choice. The most important thing is can we trust you? Once the fundsget to you, you will take 20% of the total sum,while 75% will be for us.the5% stands to cover all expenses.Your own part of this deal is to give us all assistance needed If you are interested I will furnish you with moredetails. But the whole process is simple and we must keep a low profile atall times.I look forward to your reply and co-operation, and I thank you inadvance as I anticipate your co-operation. You can reach me on via email:mrmark_lee1@yahoo.co.uk.Waiting for your urgent response.Regards,Mr. MARK LEE ",1,spam
I think I should spend the night of the 19th in Kabul before the conference there.,0,ham
Dear Friend=2C Respectfully submitted=2C My name is Mohammed Bello=2C the Assistant Manager=2C credit and foreign bills of UNION BANK PLC=2E I am writing this letter to solicit for support and assistance from you to carry out this business opportunity in my department=2E Lying in an inactive account awaiting liquidation is the sum of us$5million belonging to a foreign customer=28Mr=2E Bernard Scott=29with account number 14-2552004 who happens to be deceased=2E He died with his wife and two children in a plane crash on board the EAS BAC 111-500 flight which crashed at the recent Lagos=2Fkano plane crash at Kano Nigeria=2E I got your e-mail address through an internet marketing firm while searching for a reliable and reputable person to handle this transaction=2EEver since he died the bank has been expecting his next of kin to come and claim these fund=2C the NDIC could not liquidate the account because I have filled a motion that a next of kin wrote in to the effect=2E To this effect=2C they can not release the money unless someone applies for it as next of kin=2C as indicated in our banking guideline=2E Unfortunately he has no family member in Nigeria or Europe who are aware of the existence of the money =28as he was a contractor with the federal Republic of Nigeria=29=2E At this juncture I have decided to do business with you in collaboration with officials that matter in the bank=2C to this effect I solicit your assistance in applying as the next of kin then the money will be released to you=2E As I do not want this money to go into the bank treasury as an unclaimed bill=2E The banking law and guideline stipulates that if such money=28s=29 remains unclaimed for a period of time up to seven years =287yrs=29 the money will be transferred into the banks treasury as an unclaimed bill=2E Our request for a foreigner as next of kin is occasioned by the fact that the customer was a foreigner and a Ben noise cannot stand as next of kin=2E To effect the immediate transfer of the fund to you as agreed=2C you must apply first to the bank as the next of kin to the decease=2C and then we will follow up all formalities for the transaction=2E Note that this transaction is legal safe and 100% risk free and all modalities has been worked out for a successful transaction and all legal formalities have also been perfected=2E In view of this=2C You will be entitle for 30% of the total=2E Upon receipt of your reply which should be sent to mohbell=40mail2world=2Ecom  for confidential reason=2C I will send to you by fax or mail the text of the application Form=2C as soon as you receive the text I will further clarify you in other issues as to affect the business=2E Await to hear from you=2E Respectfully submitted=2C Mr=2E Mohammed Bello=2E,1,spam
"//moneycentral.msn.com/content/Banking/Betterbanking/P123123.asp?=0DGT1=3D6704 The said amount is (14 million pounds)which is about (28 milli=on US Dollars) As it might interest you to know, we shall then share this= funds in ratio agree by both of us,please if you are interested get back= to me immediately for more=0Ddetails at my private email address=0D  =0Djohnrowe88@yahoo.co.uk  for more details=0D=0Dyours faithfully,=0DJohn  Rowe.=0D=0D=0D",1,spam
"Email.johnmoyo102@yahoo.comN0 10 Mandela Avenue  JohannesburgSouth Africa ATTN:Sir/Madam You may be surprise to receive this latter since you do not know me =personally .I got your contact through Johannesburg chamber of commerce .I am =Mr. Johnson Moyo the son of late Dr. Raymond Moyo who was recently murdered =in the land dispute in Zimbabwe .my late father was among the few black =Zimbabwean rich farmer who was murdered in cold blood by the agent of the =ruling government of president Robert Mugabe for allegedly supporting the =party controlled by the white minority. Before the death of my father he had taken to Johannesburg, republic of South =Africa the sum of US$10m  (Ten million united state dollars) and deposited it =with a private security company as if he foresaw the looming danger in =Zimbabwe. This money is contained in a trunk box and he registered it asfamily treasures and valuables for adequate security reason.  The fund was meant to purchase new agricultural machines and chemicals for =farming in Lesotho and Swaziland. This land dispute sparked off when =president Robert Mugabe introduced a new land act that wholly affected he =white farmer and some few black who vehemently condemned the modus oparandi =adopted by the government, added with their party status. This resulted to =rampage and mob action by the war veterans and some political thugs in which =more than fifty-one (51) people were killed including my father. May his soul =rest in perfect peace. Heads of governments from the west especially Britain =and America have voiced their condemnation against ugabe=92s plan.As the eldest son of my father, I am saddled with theresponsibility of seeking a genuine partner and account where this money will =be transferred with out exposing the whole situation. I am faced with the =dilemma of investing this money in South Africa for fear of encountering the =same experience in future since both countries have the almost the same =political history. Moreso, South Africa monetary laws dose not allowrefuges/asylum seeker to engage on any  business activities neither are they =allowed to open any bank account. Therefore, I am seeking for your very good =assistance to transfer this money out of South Africa into your overseas =chosen account. For your effort and assistance I have made up my mind to =offer you 30% of the total fund, 5% for any unforeseen expenses that may =occur during the process of the transaction and65% will be for my investments in your country under your guidance.Please should this request meet your utmost consideration kindly contact me =via my e-mail and telephone above. Feel free to ask any question you consider =necessary and in return try to include your private phone and fax numbers for =easier nication. The confidentiality of this request can not be over =emphasized as I have believe that you will oblige us in the need for security =and attention it demands. Please treat this transaction with absolutely =confidentiality and urgency it deserves and even if you are not in a position =to render any assistance please your earlier information will be highly =appreciated.Thanks,Yours faithfully Mr. Johnson Moyo  --e4a12926-31a1-4681-8d28-c320c5fbfc37--",1,spam
"<DIV>  <DIV>From Paul Kamara<BR>Abidjan Cote D' I voire.<BR>Email:<A href=""mailto:paul_kamara@yahoo.com"">paul_kamara@yahoo.com</A><FONT size=1><FONT face=Verdana> </FONT></FONT><BR></DIV>  <DIV>&nbsp;</DIV>  <DIV>Dear One,</DIV>  <DIV>&nbsp;</DIV>  <DIV><BR>For my safety and security of my future I am making this proposal to you for our mutual benefit. This however is not mandatory nor will I in any manner compel you to honour it against your will. I am Paul Kamara, 23 years old and the only son of my late parents Mr.and Mrs. Kamara. My father was a highly reputable busnness magnet-(a cocoa merchant)who operated in the capital of Ivory coast during his days. It is sad to say that he passed away mysteriously during one of his business trips abroad on the 4th october. 2005. Though his sudden death was linked or rather suspected to have been masterminded by an uncle who travelled with him at that time. But God knows the truth! My mother died when I was just&nbsp;2 years old, and since then my father took me so special. Before his death on 4th october, 2005 he called the secretary who accompanied him to the hospital and told him that he has the sum of&nbsp;nine million,&nbsp;one hundred and fifty&nbsp;thousand United State Dollars.(USD$9.150,000) deposited in a bank here in Abidjan which he use my name as next of kin.</DIV>  <DIV>&nbsp;</DIV>  <DIV>He further told him that he deposited the money with my name as the next of kin, and finally told him to tell me where to find the documents of the deposit which he said was in possession of his lawyer in sealed documents held by him and asked me to collect it from him and all the necessary documents to this fund. I am just 23 years old and a first year university undergraduate and really don't know what to do.</DIV>  <DIV>Now I want a trust worthy person who can help me to transfer this money&nbsp; and provide an account overseas where I can transfer this funds.This is because I have suffered a lot of set backs as a result of incessant political crisis here in Ivory coast. The death of my father actually brought sorrow to my life.I am in a sincere desire of your humble assistance in this regards. Your suggestions and ideas will be highly regarded.</DIV>  <DIV>Now permit me to ask these few questions:-</DIV>  <DIV>1. Can you honestly take me as your own and help me.</DIV>  <DIV>2. Can I completely trust you?</DIV>  <DIV>3. What percentage of the total amount in question will be good for you after the money is in your account?</DIV>  <DIV>&nbsp;</DIV>  <DIV>Please, Consider this and get back to me as soon as possible so that i can forward the documents to you after we have agreed on the conditions for your assistance. My life is not safe here and i need to be out of here as soon as possible because now that my father is dead and with me only as a male child, my uncles will be seeking to kill me so that they can have all my fathers properties. i really don't want to struggle anything with them in terms of properties but my presence will still be disturbing them. thank God they are not aware of this fund in the bank hence, I want to leave here as soon as you help me to lodge it into&nbsp; a safe account in your stable country and then send me some amount to enable me prepare to meet you. Without your help, i will find it difficult to travel and transfer it myself alone with my little or no experience.</DIV>  <DIV>I am waiting for your urgent reply with your contact phone number so that i can give you the contact of the bank were my late father deposited this money <BR>for you to contact them as&nbsp; my late father's partner. <BR></DIV>  <DIV><BR>Thank you so much.<BR>My sincere regards<BR>Paul Kamara.</DIV>  <DIV>&nbsp;</DIV>  <DIV><BR>&nbsp;</DIV></DIV><p>		<hr size=1>New Yahoo! Messenger with Voice. <a href=""http://us.rd.yahoo.com/mail_us/taglines/postman5/*http://us.rd.yahoo.com/evt=39666/*http://beta.messenger.yahoo.com"">Call regular phones from your PC</a> and save big.--0-1428414316-1146066797=:60816--",1,spam
Have readout at your convenience.,0,ham
"Cache\acff02a98e444a2cfc8e6580c12ac345\static\famfamfam/CI.gif)""></SKYPE:=SPAN></SKYPE:SPAN><SKYPE:SPAN class=3Dskype_tb_imgS_stat id=3Dskype_tb_im=g_s1></SKYPE:SPAN><SKYPE:SPAN class=3Dskype_tb_injectionIn id=3Dskype_tb_=text1><SKYPE:SPAN class=3Dskype_tb_innerText id=3Dskype_tb_innerText1>+22=5&nbsp;02&nbsp;57&nbsp;34&nbsp;67</SKYPE:SPAN></SKYPE:SPAN><SKYPE:SPAN cl=ass=3Dskype_tb_imgR id=3Dskype_tb_img_r1></SKYPE:SPAN></SKYPE:SPAN></DIV>=  <DIV>&nbsp;</DIV>  <DIV>&nbsp;</DIV>  <DIV>Nous&nbsp;&nbsp;sommes&nbsp;=&nbsp; une&nbsp;&nbsp;association de&nbsp;&nbsp;jeunes&nbsp;&nbsp;&nbsp;v=ivant dans&nbsp;&nbsp; le&nbsp;&nbsp;d=E9partement de&nbsp;&nbsp;BOUAKE&n=bsp;&nbsp;( ex zone&nbsp;&nbsp;assi=E9g=E9e ) plus&nbsp; pr=E9cis=E9ment dans&nbsp; la commune de Brobo qui depuis les cinq&nbsp; ann=E9es pass=E9=es&nbsp; dans&nbsp; la crise&nbsp; politico-socio-=E9conomique&nbsp; si&n=bsp; nous&nbsp; pouvons&nbsp; le&nbsp; dire&nbsp; qui secoue notre&nbsp; =pays&nbsp;se&nbsp; pr=E9sente comme&nbsp; une&nbsp; zone&nbsp; tampon, et=&nbsp; nous&nbsp;ne&nbsp; b=E9n=E9ficions&nbsp;ni du&nbsp; gouvernement&n=bsp;,&nbsp; ni de&nbsp; la&nbsp; r=E9bellion , seule&nbsp;celle de&nbsp; =&nbsp;quelques&nbsp; organisation =E9trang=E8res&nbsp; et&nbsp; force&nbs=p;&nbsp; arm=E9es&nbsp; =E9trang=E8res&nbsp; dans&nbsp; la&nbsp; r=E9gion=.   <DIV>Pourtant&nbsp; je&nbsp; peux&nbsp;&nbsp; vous&nbsp; rassurer&nbs=p; que cette&nbsp; zone&nbsp; =E9tait&nbsp; un&nbsp;lieu&nbsp; de grande&=nbsp; d=E9solation&nbsp; parce&nbsp;&nbsp;qu'elle&nbsp; comptait&nbsp; et= servait&nbsp; d'=E9change&nbsp; entre&nbsp; les&nbsp; deux&nbsp; camps&n=bsp;&nbsp; qui&nbsp; ne&nbsp; sont &nbsp; autres&nbsp;que&nbsp; le&nbsp; =camp&nbsp; gouvernemental&nbsp; et&nbsp; la r=E9bellion .&nbsp; Nous pouvons&nbsp; donc&nbsp; par&nbsp; l=E0&nbsp; vous&nbsp; signaler&nbsp; =une&nbsp; surpopulation&nbsp; qui engendrera&nbsp; l'insuffisance&nbsp; s=anitaire&nbsp; et&nbsp; du&nbsp; plus&nbsp; important alimentaire et auss=i&nbsp; =E9ducative&nbsp; parce&nbsp; que&nbsp; la&nbsp; majorit=E9&nbsp;= de&nbsp; cette&nbsp; nouvelle&nbsp; population&nbsp; provenait de&nbsp;&=nbsp; la&nbsp; zone&nbsp; assi=E9g=E9e .,&nbsp; mais&nbsp; nous&nbsp; ne&=nbsp; pouvons&nbsp; nous&nbsp; emp=EAcher&nbsp; de&nbsp; vous dire&nbsp; =que&nbsp; c'est aussi&nbsp; un carrefour&nbsp; du&nbsp; vagabondage sexue=l d=FB&nbsp; =E0&nbsp; la&nbsp; pauvret=E9&nbsp; des&nbsp;&nbsp; populati=ons . C'est&nbsp; dans&nbsp; cette&nbsp; optique&nbsp; que&nbsp; nous&nbs=p; jeunes&nbsp; de&nbsp; cette&nbsp; r=E9gion&nbsp; ,&nbsp; vu&nbsp; les&=nbsp; dangers&nbsp; qui&nbsp; menacent&nbsp;notre&nbsp; qui&nbsp; sont&nb=sp; la&nbsp; faim ,&nbsp; l'analphab=E9tisme&nbsp; ,&nbsp; le&nbsp; probl==E8me&nbsp; sanitaire&nbsp; et&nbsp; aussi&nbsp; les&nbsp; IST /VIH SIDA&nbsp; , depuis&nbsp;&nbsp;2005&nbsp;&nbsp; sommes&nbsp;&nbsp;r==E9unir&nbsp;&nbsp; afin&nbsp;&nbsp;de&nbsp;&nbsp;travailler ensemble&nbs=p;&nbsp; pour&nbsp;&nbsp;lutter&nbsp;&nbsp;contre&nbsp;&nbsp;&nbsp;ces&nb=sp; maux&nbsp; &nbsp;&nbsp;qui&nbsp;&nbsp;p=E8sent &nbsp;dans&nbsp;&nbsp;=notre r=E9gion .&nbsp;&nbsp;C'est&nbsp;ainsi &nbsp; que&nbsp;&nbsp;nous&n=bsp;&nbsp;avions&nbsp;&nbsp;eu&nbsp;&nbsp;l'id=E9e&nbsp;&nbsp; de cr=E9er=&nbsp;&nbsp;une&nbsp;&nbsp;association agricole et =E0 but non &nbsp;lucr=atif &nbsp;&nbsp; d=E9nomm=E9e&nbsp;&nbsp;MARA=CECHERS&nbsp;&nbsp;COTE D'=IVOIRE&nbsp;&nbsp;qui&nbsp;&nbsp;aura&nbsp;&nbsp;pour objectif premier&nb=sp;&nbsp;de&nbsp;&nbsp;r=E9aliser&nbsp;&nbsp;le&nbsp;<WBR>&nbsp;d=E9fi&nb=sp;&nbsp;agricole, car&nbsp;&nbsp;la&nbsp;&nbsp;population locale&nbsp;&n=bsp;ne&nbsp;&nbsp;vit que de cela&nbsp;&nbsp;et aussi&nbsp;&nbsp;se&nbsp;=&nbsp; faire&nbsp;&nbsp;du&nbsp;&nbsp;sou&nbsp;&nbsp;pour&nbsp;&nbsp;lutt=er&nbsp;<WBR>&nbsp;contre&nbsp;&nbsp; l'analphab=E9tisation&nbsp;&nbsp;ou&nbsp;&nbsp;l<WBR>'abandon&nbsp;&nbsp=;des&nbsp;&nbsp;=E9l=E8ves&nbsp;&nbsp;du secondaire&nbsp;&nbsp;d=FB =E0&n=bsp;&nbsp; un&nbsp;&nbsp;manque de&nbsp;&nbsp;moyen&nbsp;&nbsp; financier=&nbsp;&nbsp;des&nbsp;&nbsp;parents&nbsp;&nbsp;qui&nbsp;&nbsp; ne&nbsp;&nb=sp;sont&nbsp;&nbsp;qu'autre&nbsp;&nbsp;que&nbsp;&nbsp;des&nbsp;<WBR>&nbsp=;cultivateurs . <BR>En&nbsp;&nbsp;bref&nbsp;&nbsp;voil=E0&nbsp;&nbsp;un&n=bsp;&nbsp;peu&nbsp;&nbsp; les&nbsp;&nbsp;objectifs que&nbsp;&nbsp;se&nbsp=;&nbsp;fixent MARA=CECHERS COTE&nbsp;&nbsp;D'IVOIRE.</DIV>  <DIV>Nous&nbs=p; vous&nbsp; adressons&nbsp; cette&nbsp; note afin&nbsp; de&nbsp;&nbsp; =pouvoir&nbsp; vous&nbsp; entendre&nbsp; et si&nbsp; possible&nbsp; b=E9n=E9=ficier de&nbsp; votre&nbsp; aide&nbsp; pour&nbsp; atteindre&nbsp; notre&n=bsp; objectif n'est autre&nbsp; que&nbsp; le&nbsp; d=E9veloppement&nbsp; =de&nbsp; notre&nbsp; r=E9gion&nbsp; que&nbsp; par&nbsp; nous&nbsp; m=EAme=&nbsp; que&nbsp; nous&nbsp; avions&nbsp; d=E9j=E0&nbsp; d=E9but=E9 . <BR><BR>Nous&nbsp;&nbsp;vous&nbsp;&nbsp;remercions&nbsp;&nbsp; pour&nbsp=;&nbsp;votre compr=E9hension&nbsp;&nbsp;et aussi pour&nbsp;&nbsp;la&nbsp;=&nbsp;consid=E9ration que&nbsp;&nbsp;vous nous accorder .<BR>&nbsp;</DIV>=  <DIV>LE&nbsp; PRESIDENT </DIV></DIV><p>&#32;      <hr size=3D1>Be smarter than spam. See how smart SpamGuard is at gi=ving junk email the boot with the <a href=3D""http://us.rd.yahoo.com/evt=3D=40705/*http://mrd.mail.yahoo.com/try_beta?.intl=3Dca""><b>All-new Yahoo! M=ail </b></a>=20--0-1042408641-1185303690=:45333--",1,spam
Will do,0,ham
"  I am Mr Carol Harvey, Chief Executive Officer of ES Oil and Gas Ltd.We are an OPEC members that deals on crude oil, raw materials and export toCanada,  America, Europe and Asia. Our company is also into promotions andentertainments.We are looking for a reliable commission agent who can help us receive =20paymentsfrom customers thatur company supplies Goods to in Canada, America, Europe and Asia as well asmaking Payments throughyou to us. Please if you are reliable and Interested in been a =20commission agentwith our company wewill be glad but you have to be an honest and a trustworthy person.Note that=,as our commission agent,you will receive some percentage and motivations on whatever amount that ispaid by our debtors through you to us.Be informed that THERE IS NO FINANCIAL OBLIGATION AT YOUR END as a commissio=nagent.Please, to facilitate and proceed if accepted do send me your information.Thank you for your time as we are looking forward to working With you as yousend your response back to us.ceo_esoilgasltd101@yahoo.com.hkMr Carol Harvey.Chief Executive Officer.",1,spam
"Greetings From Group Finance DirectorH.B.O.S Plc Edinburgh EH3 9PETel:+44 704 0117071Fax:+44 870 4902369 Email:hbos@uku.co.ukwebsit:www.hbosplc.com Greetings,    I am Dr. Phil Hodkinson, Group Finance Director (H.B.O.S) I understand that through Internet is not the best way to link up with you because of the confidentiality which the transaction demands. However, I have already sent you this same letter by post one month ago, but I am not sure if it did get to you since I have not heard from you, hence my resending it again.    I discovered a dormant account in my office, as Group finance director with Halifax Bank of Scotland. It will be in my interest to transfer this fund worth 15,000,000 million pounds in an account offshore. If you can be a collaborator to this please indicate interest immediately for us to proceed. Your contact phone numbers  will be necessary for this effect. Regards and respect,Dr. Phil HodkinsonGroup Finance DirectorHalifax Bank of Scotland",1,spam
A very Merry Christmas and a rewarding new year.It's been a hard but impressive year. Hope you are able to get a break to recharge for the next.Best. SandyThis is written from my BlackBerry.,0,ham
"African Development BankBurkina Faso (ADB-ANNEX)Ouagadougou-Burkina Faso.Dear friend,It will be a surprise for you to receive this mail, Welcome this letter. I am Mrs. Alimatou Ouedraogo ,the Director Of The Accounts & Auditing Dept. At The African Development Bank Ouagadougou-West Africa. With due respect I Have Decided to contact you on a business transaction that will be Beneficial toBoth of us. At The Bank's Last Accounts/Auditing Evaluations, my staffs Came Across an old account which was being maintained by a foreign client Who we Learnt was among the deceased passengers of an Airline Crash On 6th Nov. 2002.Since the deceased was unable to run this account since his Death. the Account has remained doormat without the knowledge of his family since It Was put in a safe deposit account in the bank for future investment by The Client. Since his demise, nobody, not even the members of his family have Applied for claims over this fund and it has been in the safe deposit Account until we discovered that it cannot be claimed since our client Is a Foreign national and we are sure that he has no next of kin here to FileClaims over the money. as the director of the dept, this discovery was Brought To my office so as to decide what is to be done. with the few personnel  In my Dept, we decided to seek ways through which to transfer this money out Of the  Bank and out of the country too.The total amount in the accounts is one million dollars(us$1.000.000)with our positions as staffs of the bank, we are Handicapped because we cannot operate foreign accounts and cannot lay Bonafide claim over this money. while we were contemplating on what to Do, a Friend of mine who works with the chamber of commerce and industry Recommended your personality to me and advised I should ask you for Help to Transfer this money out of the country. the client is a foreign national And You will only be asked to act as his next of kin and I will supply you With All the necessary information�s and bank data to assist you in being Able to Transfer this money to any bank of your choice where this money couldBe Transferred into.I and my partners have decided to give away forty %(40%)to you for Your Assistance and ten (10%) for any expenses that might arise during the Transaction of this transfer. we want to assure you that thisTransaction is Absolutely risk free since we work in this bank which is why you should Be Confident in the success of this transaction because you will be Updated With information as at when desired. We will please wish you keep this transaction secret as we are hoping To Retire with our share of this money at the end of transaction which Will be When this money is safely in your account. We will then come over toYour Country for sharing according to the previously agreed percentages.You might even have to advise us on possibilities of investment in your Country or elsewhere of our choice. may Allah help you to help us to a Restive retirement. Amen. Please for further information�s and enquiries feel free to contact me Through my email address,(alimatou_0_ouedraogo@hotmail.fr)Am awaiting for your urgent response!!!Thanks and remain blessed.Mrs. Alimatou Ouedraogo_________________________________________________________________Ten :  Messenger en illimit� sur votre mobile !  http://mobile.live.fr/messenger/ten/",1,spam
It does! Who is and what is Meghann referring to?,0,ham
Seems the best for a bad situation.Moves the public discussion from settlement freeze to final status. Keeps some pressure on the parties. And seems like you will play amore public role which is good. (You have more credibility on both sides than anyone).Going forward if Bibi continues to be the obstacle you will need to fmd the ground from which you can make his politics uneasy. Ithink you can do that even with current concerns in Israel about US posture. But it will be easier as we rebuild trust so that our futureadmonitions are accepted. (An HRC trip there to reframe perceptions?).Finally need to be mindful of Abu Mazen's politics. Taking a lot of criticism for meeting with Bibi without settlement freeze.SandyThis is written from my BlackBerry.,0,ham
"Ebeling BetsyThursday May 27 2010 4:33 PMHole0.bmpFISA director leaves legacy of collaborationBreaking down barriersWednesday May 26 2010By Tina Calabro Pittsburgh Post-GazettePam Panchak/Post-GazetteFISA Foundation retiring executive director Dee Delaney left with the new executive directorKristy Trautmann.To people in the local disability community Dee Delaney is a household name.When news came this spring of her intention to retire as executive director of FISA Foundation inAugust one could almost hear a collective gasp. With 14 years at the helm of the small butinfluential foundation Ms. Delaney has had a pronounced and lasting influence on quality of life inour region.On behalf of FISA Ms. Delaney has changed the local landscape not only by funding projects withfar-reaching results but by bringing people together to craft solutions to longstanding problems andby becoming personally involved in many of the projects the foundation funds.She became the first executive director of FISA Foundation when it began in 1996 with proceedsfrom the sale of Hannarville Rehabilitation Center a nonprofit to HealthSouth a for-profitorganization.The new foundation would continue the mission of the Federation of Independent School Alumnaean organization that opened a convalescent home for women in 1911 and the HarmarvilleRehabilitation Center in 1954. That mission was to improve the lives of women girls and peoplewith disabilities in Western Pennsylvania.Ms. Delaney who had been involved with Harmarville since 1980 -- starting as a volunteer andending as development director of its foundation -- sought the job of leading FISA. ""I realized theimpact the foundation could have. FISA is not a large foundation but it's a very focusedfoundation"" she said.Over the past 14 years FISA's endowment has grown to more than $38 million. Over $17 millionhas been granted to 726 projects in 298 organizations.A roll call of projects funded by FISA reflects progressive thinking about including of people withdisabilities in all aspects of life especially access to health care. Programs have become nationalmodels.Women with disabilities for example often encounter barriers in typical healthcare settings.Standard exam tables and diagnostic equipment were designed for the able-bodied and medicalstaff often struggle to accommodate individuals with special needs. FISA provided the seed moneyfor the Center for Women with Disabilities at Magee-Womens Hospital of UPMC one of the firstsuch clinics in the nation. FISA is involved in the overall issue of improving access to healthcarefor people with disabilities.Likewise people with disabilities have difficulty obtaining dental care. A FISA-funded project atAchieva is creating statewide systemic solutions. FISA also provided support for the Center forPatients with Special Needs at Pitt's School of Dental Medicine.FISA has also taken the lead on training arts and cultural venues how to make events moreaccessible and helping places of worship more welcoming""Dee is a national leader in the field. If there were more people like her we wouldn't have theissues we have"" said Kim Hutchinson executive director of the Disability Funders Network basedin Virginia. Ms. Delaney has been a board officer for the group since 2004.Nancy Murray president of the ARC of Greater Pittsburgh said the issues Ms. Delaney has helpedsolve are ones that people have been working on for years.""People talk about strategies but never move forward to solutions. Dee brings all the stakeholderstogether to get to the solutions"" said Ms. Murray.""I think Dee has greatly influenced the next generation of nonprofit and philanthropic leadersleading by example on the value of true collaboration"" said Susie Chase a board member of FISAand former executive director of Working Order a FISA grantee.""With Dee it is never about her own role or FISA's role it is always about unmet needs in thecommunity and the work that needs to be done. That seems to bring out the best in every partnerand in everyone who has the privilege of working with her.""Ms. Chase added that advice and technical assistance Ms. Delaney provided to Working Order""were of equal or greater value to the organization than the grant funds.""""I still after many years never come away from a meeting with Dee that I haven't learnedsomething been inspired to work harder and understood more clearly the value of someone else'sideas and efforts.""In her retirement Ms. Delaney plans to ""give back to the community in new ways"" she said. Anew frontier is helping young people with disabilities prepare for employment and leadership. ""Wehave to keep the fire burning.""On May 19 FISA announced that Kristy Trautmaim who has served as the foundation's programdirector for six years was promoted to executive director.""We sought a person who would follow Ms. Delaney's visionary leadership and guide thefoundation into the next decade"" said Jane Burger who chaired the search committee. ""We knowthat we have found such a person in Kristy Trautmaim. She understands the challenges facing thepopulations the foundation supports and has the trust of the board and the community.""",0,ham
